date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass,y_triple_20d
2022-03-25,4.086616,4.2196965,3.9267676,4.0051,914217054.0,SMRTG,1.011388888888889,1.0319737373737374,1.0655799242424244,0.9916079797979798,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.025242815410351782,0,-1,0.1752765224338968,1,1,0.5611345534443584,1,1,0.5018850965019601,1,1,1.0365533944221115,1,1,3.936880477391326,1,1,0.0
2022-03-28,3.9090905,4.0454545,3.8257573,3.8384,246244409.0,SMRTG,0.9692929292929293,0.9871440656565657,1.0215794191919192,0.9661003282828282,0,-0.04162193203665321,,,,,,,,,,-0.0033580822469709837,-0.0006716164493941968,-0.002686465797576787,,,-246244409.0,0.011827844935389686,1,0,0.18617132138391002,1,1,0.6407878282617758,1,1,0.5302469779074614,1,1,1.0855304293455608,1,1,4.3355043768236765,1,1,1.0
2022-03-29,3.746717,3.8510098,3.6868687,3.7424,128408798.0,SMRTG,0.945050505050505,0.9461406565656565,0.9724772222222222,0.9310274494949495,0,-0.025010421008753725,,,,,,,,,,-0.007884658223372809,-0.0021142248041899196,-0.00577043341918289,,,-374653207.0,0.023621205643437282,1,1,0.18758016246259102,1,1,0.5600684053014109,1,1,0.6248396750748184,1,1,1.116075245831552,1,1,4.792886917486106,1,1,1.0
2022-03-30,3.7861109,3.8737373,3.732323,3.7929,121802482.0,SMRTG,0.9578030303030303,0.9560886111111112,0.9782164898989899,0.9425058080808081,0,0.013494014536126642,,,,,,,,,,-0.010323971766239781,-0.0037561741965998923,-0.006567797569639889,,,-252850725.0,0.013314350496981264,1,0,0.18974926836984918,1,1,0.4127975955073955,1,1,0.61119460043766,1,1,1.13717735769464,1,1,6.596588362466714,1,1,1.0
2022-03-31,3.8833332,4.0075755,3.762626,3.8813,224957633.0,SMRTG,0.9801262626262627,0.980639696969697,1.0120140151515151,0.9501580808080808,0,0.023306704632339414,,,,,,,,,,-0.010336692085820887,-0.005072277774444091,-0.005264414311376795,,,-27893092.0,-0.00520444181073354,0,0,0.17112823023213863,1,1,0.44698941076443455,1,1,0.5146471543039703,1,1,1.0689717362739288,1,1,7.165279674335919,1,1,1.0
2022-04-01,3.9540403,4.0202017,3.8813128,3.8864,129262522.0,SMRTG,0.9814141414141414,0.9984950252525252,1.0152024494949496,0.980129494949495,0,0.0013139927343930324,-0.029637212553993653,,,,,,,,,-0.010126124317960228,-0.006083047083147319,-0.004043077234812909,,,101369430.0,0.003885343762865423,1,0,0.2098600247015232,1,1,0.3814069575957182,1,1,0.621809386578839,1,1,1.1052387813915194,1,1,18.72689378344998,1,1,1.0
2022-04-04,3.8676765,3.931818,3.8282826,3.8283,74920338.0,SMRTG,0.9667424242424243,0.9766859848484849,0.9928833333333333,0.9667380303030303,0,-0.014949567723342883,-0.002631304710295934,,,,,,,,,-0.011016145535551636,-0.007069666773628183,-0.003946478761923453,,,26449092.0,0.030326776898362162,1,1,0.35091293785753486,1,1,0.3627981088211476,1,1,0.9063291800538096,1,1,1.163571297965154,1,1,17.693832771726356,1,1,1.0
2022-04-05,3.806818,3.8661616,3.762626,3.798,85954977.0,SMRTG,0.9590909090909091,0.9613176767676768,0.9763034343434344,0.9501580808080808,0,-0.00791474022412042,0.014856776400171023,,,,,,,,,-0.01219829276329476,-0.008095391971561498,-0.004102900791733262,,,-59505885.0,0.16290152711953643,1,1,0.4720642443391261,1,1,0.3962611901000528,1,1,1.094391785150079,1,1,1.1568983675618751,1,1,19.717956819378625,1,1,1.0
2022-04-06,3.7785351,3.8257573,3.739899,3.7399,43721001.0,SMRTG,0.9444191919191919,0.9541755303030304,0.9661003282828282,0.9444189393939394,0,-0.015297525013164837,-0.013973476759208014,,,,,,,,,-0.014155857998007781,-0.009307485176850755,-0.004848372821157026,,,-103226886.0,0.16273162384020945,1,1,0.49899729939303183,1,1,0.40041177571592823,1,1,0.9878338993021205,1,1,1.5280087702879754,1,1,19.526645097462502,1,1,1.0
2022-04-07,3.8795452,3.9873736,3.739899,3.8182,243908030.0,SMRTG,0.9641919191919192,0.9796831313131313,1.0069125252525253,0.9444189393939394,0,0.0209363886734939,-0.016257439517687433,,,,,,,,,-0.013950931057602256,-0.010236174353001056,-0.0037147567046012,,,140681144.0,0.18320150856424489,1,1,0.6071447278822484,1,1,0.3782934366979205,1,1,1.0515688020533238,1,1,1.6904562359226865,1,1,18.6560159237337,1,1,1.0
2022-04-08,3.9060605,3.9747472,3.8131313,3.904,152808505.0,SMRTG,0.9858585858585859,0.9863789141414142,1.0037240404040404,0.9629119444444444,0,0.022471321565135538,0.0045286125977768155,,,,,,,,,-0.011902995731366994,-0.010569538628674244,-0.0013334571026927498,-2.524281541035178,,293489649.0,0.20571209016393444,1,1,0.6015625,1,1,0.41139856557377064,1,1,1.1086834016393445,1,1,1.755532786885246,1,1,19.220133196721314,1,1,1.0
2022-04-11,3.9075756,3.9646463,3.8737373,3.8838,108295098.0,SMRTG,0.9807575757575757,0.9867615151515151,1.001173308080808,0.9782164898989899,0,-0.005174180327868871,0.014497296450121322,,,,,,,,,-0.0105697595068317,-0.010569582804305736,-1.7670252596378722e-07,1.1827844935389686,,185194551.0,0.1723054740202894,1,1,0.6216077037952523,1,1,0.4863535712446576,1,1,1.11576291261136,1,1,1.7516607446315464,1,1,19.52036665121788,1,1,1.0
2022-04-12,3.8378787,3.891414,3.8156562,3.8308,51751516.0,SMRTG,0.9673737373737373,0.9691612878787879,0.9826803030303031,0.9635495454545454,0,-0.013646428755342721,0.008636124275934742,,,,,,,,,-0.010472404734674812,-0.010550147190379552,7.774245570474e-05,2.362120564343728,,133443035.0,0.160175420277749,1,1,0.5240680797744597,1,1,0.4739741046256658,1,1,1.1199749399603216,1,1,1.7818210295499632,1,1,19.27691343844628,1,1,1.0
2022-04-13,3.864899,3.921717,3.830808,3.8434,84824043.0,SMRTG,0.9705555555555555,0.975984595959596,0.9903325757575758,0.9673757575757577,0,0.003289130207789537,0.02767453675231968,,,,,,,,39.93276055285767,-0.010022965730763889,-0.01044471089845642,0.00042174516769253115,1.3314350496981264,0.15440259285714292,218267078.0,0.1741166675339545,1,1,0.39423427173856496,1,1,0.4967216527033358,1,1,1.0683509392725195,1,1,1.8580943955872407,1,1,21.220950200343445,1,1,1.0
2022-04-14,3.8560605,3.8813128,3.840909,3.8611,42019201.0,SMRTG,0.9750252525252525,0.9737526515151514,0.980129494949495,0.9699265151515152,0,0.004605297392933361,0.011235660782567658,,,,,,,,41.228070175438596,-0.009200062300136924,-0.010195781178792522,0.0009957188786555975,-0.520444181073354,0.13636508571428574,260286279.0,0.17725518634586002,1,1,0.4545595814664216,1,1,0.548729636632048,1,1,0.9987050322446971,1,1,1.8123073735463984,1,1,29.634482401388205,1,1,1.0
2022-04-15,3.9196968,3.959596,3.8459592,3.9015,117137931.0,SMRTG,0.9852272727272727,0.9898224242424243,0.9998979797979798,0.9712018181818182,0,0.010463339462847276,-0.0006403688524589946,,,,,,,,54.54283657307414,-0.0076366570058931105,-0.00968395634421264,0.0020472993383195293,0.3885343762865423,0.12878934285714289,377424210.0,0.20517749583493528,1,1,0.376060489555299,1,1,0.5326925541458414,1,1,1.0699218249391258,1,1,1.7262334999359221,1,1,34.31405869537358,1,1,1.0
2022-04-18,3.9452019,4.010101,3.8686867,3.9444,158419594.0,SMRTG,0.9960606060606061,0.996263106060606,1.0126517676767677,0.9769410858585859,0,0.010995770857362475,0.015603275142901385,,,,,,,,65.74680386654194,-0.00546054185696454,-0.00883927344676302,0.0033787315897984803,3.032677689836216,0.12716600000000003,535843804.0,0.31114998478856104,1,1,0.3226853260318425,1,1,0.4353513842409491,1,1,1.0051465368623869,1,1,1.5775022817158502,1,1,30.44721630666261,1,1,1.0
2022-04-20,4.5638885,4.7398987,4.292929,4.4167,502762676.0,SMRTG,1.1153282828282827,1.152497095959596,1.1969441161616163,1.0840729797979798,0,0.11973937734509654,0.15294455466221146,,,,,,,,79.33596689240028,0.0058208506868479,-0.005907248620040837,0.011728099306888737,16.290152711953642,0.17388631428571433,1038606480.0,0.265854597323794,1,1,0.20067018362125588,1,1,0.2784431815608941,1,1,0.9176534516720631,1,1,1.3578916385536717,1,1,24.294269477211497,1,1,1.0
2022-04-21,4.418434,4.570707,4.292929,4.3485,211805607.0,SMRTG,1.0981060606060604,1.1157661616161618,1.1542189393939393,1.0840729797979798,0,-0.01544139289514801,0.1314200967893011,,,,,,,,72.39693192713322,0.013219361583083789,-0.002081926579415912,0.015301288162499701,16.273162384020946,0.17623120714285717,826800873.0,0.2892031735081064,1,1,0.20441531562607818,1,1,0.2810624353225255,1,1,1.0243762216856394,1,1,1.4924456709210077,1,1,22.135793951937455,1,1,1.0
