date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-03,11.341558,11.456614,11.236294,11.3097,151728622.0,TCELL,11.3097,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.04545655499261714,1,1,0.017321414361123555,1,0
2020-01-06,11.127766,11.244453,11.032294,11.2037,73540243.0,TCELL,11.2037,0,-0.009372485565487976,,,,,,,,,-0.008455840455839692,-0.0016911680911679385,-0.006764672364671753,,,-73540243.0,0.05316100930942458,1,1,0.03568463989574888,1,1
2020-01-07,11.301573,11.375012,11.219974,11.375,64497765.0,TCELL,11.375,0,0.0152895918312701,,,,,,,,,-0.001319466562769378,-0.0016168277854882265,0.00029736122271884846,,,-9042478.0,0.055235164835164774,1,1,0.040175824175824326,1,1
2020-01-08,11.297493,11.358693,11.228133,11.3424,83746768.88,TCELL,11.3424,0,-0.0028659340659340504,,,,,,,,,0.0016861764196960394,-0.0009562269444513734,0.0026424033641474125,,,-92789246.88,0.043165467625899456,1,1,0.04172838200028206,1,1
2020-01-09,11.774035,12.035972,11.513732,11.9952,217617177.0,TCELL,11.9952,0,0.05755395683453246,,,,,,,,,0.056097022899750826,0.010454423024389068,0.04564259987536176,,,124827930.12,-0.015647925837001586,0,0,-0.021767040149393124,0,-1
2020-01-10,11.796884,11.978853,11.693253,11.8238,150938359.0,TCELL,11.8238,0,-0.014289048952914496,0.04545655499261714,,,,,,,,0.08441438669010992,0.025246415757533242,0.05916797093257668,,,-26110428.879999995,-0.008973426478796953,0,0,-0.006207818129535303,0,0
2020-01-13,11.855638,11.978853,11.791173,11.7993,188642460.0,TCELL,11.7993,0,-0.0020720918824742585,0.05316100930942458,,,,,,,,0.10368395220460513,0.04093392304694762,0.06275002915765751,,,-214752888.88,0.0041527887247547746,1,0,-0.024204825709999822,0,-1
2020-01-14,11.889908,12.035972,11.783012,12.0033,172725314.0,TCELL,12.0033,0,0.017289161221428317,0.055235164835164774,,,,,,,,0.1338731109159106,0.05952176062074022,0.07435135029517037,,,-42027574.879999995,0.011563486707822035,1,0,-0.02786733648246731,0,-1
2020-01-15,11.878485,12.019651,11.766693,11.832,136859489.0,TCELL,11.832,0,-0.014271075454249993,0.043165467625899456,,,,,,,,0.1423350089271498,0.07608441028202215,0.06625059864512764,,,-178887063.88,0.019312035158891128,1,0,0.006896551724137945,1,0
2020-01-16,11.88746,11.946213,11.791173,11.8075,187364122.0,TCELL,11.8075,0,-0.0020706558485464877,-0.015647925837001586,,,,,,,,0.14538823376299703,0.08994517497821714,0.0554430587847799,,,-366251185.88,0.017277154351048152,1,0,0.009671818759263262,1,0
2020-01-17,11.7267065,11.8890915,11.676933,11.7177,123103114.0,TCELL,11.7177,0,-0.007605335591784779,-0.008973426478796953,,,,,,,,0.1389599827510466,0.09974813653278303,0.03921184621826357,3.6075227459614334,,-489354299.88,0.003481911979313246,1,0,0.006963823958626714,1,0
2020-01-20,11.816467,11.913572,11.717732,11.8483,107192233.0,TCELL,11.8483,0,0.011145531972998057,0.0041527887247547746,,,,,,,,0.14275824782429325,0.10835015879108507,0.034408089033208175,5.753456447423622,,-382162066.88,-0.02961606306389941,0,-1,0.004819256771013469,1,0
2020-01-21,11.953556,12.199172,11.742212,12.1421,159906071.0,TCELL,12.1421,0,0.02479680629288583,0.011563486707822035,,,,,,,,0.1675442589463607,0.1201889788221402,0.04735528012422051,6.743736263736255,,-222255995.88,-0.06250154421393328,0,-1,-0.020161257113678777,0,-1
2020-01-22,12.088195,12.30525,11.946213,12.0605,174541903.0,TCELL,12.0605,0,-0.0067204190378928885,0.019312035158891128,,,,,,,67.42642280196827,0.17854476043577172,0.13186013514486652,0.046684625290905196,6.331111581323179,0.2774349642857142,-396797898.88,-0.039243812445586834,0,-1,-0.001359810953111329,0,0
2020-01-23,12.028627,12.158372,11.938051,12.0115,156752495.0,TCELL,12.0115,0,-0.004062849798930346,0.017277154351048152,,,,,,,65.92683369644158,0.18121985692535958,0.14173207950096514,0.03948777742439444,0.1358876884086868,0.2774350357142855,-553550393.88,-0.031927735919743516,0,-1,-0.008833201515214606,0,0
