symbol,period,item_code,item_name_tr,item_name_en,value
AKBNK,2023/9,3COA,18.1 Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,18.1 Property And Equipment Income Held For Sale,0.0
AKBNK,2023/9,3COB,"18.2 İştirak, Bağlı Ortaklık ve Bir.",nan,0.0
AKBNK,2023/9,3COC,18.3 Diğer Durdurulan Faaliyet Gelirleri,18.3 Other Income From Terminated Operations,0.0
AKBNK,2023/9,3CP,XIX. DURDURULAN FAALİYETLERDEN GİDERLER (-),XIX. EXPENSES FROM TERMINATED OPERATIONS (-),0.0
AKBNK,2023/9,3CPA,19.1 Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,19.1 Property And Equipment Expense Held For Sale,0.0
AKBNK,2023/9,3CPB,"19.2 İştirak, Bağlı Ortaklık ve Bir. Satış Zararları",nan,0.0
AKBNK,2023/9,3CPC,19.3 Diğer Durdurulan Faaliyet Giderleri,19.3 Other Expenses From Terminated Operations,0.0
AKBNK,2023/9,3CR,XX. DURDURULAN FAALİYETLER VERGİ ÖNCESİ K/Z (XVIII-XIX),XX. PROFIT/LOSS BEFORE TAXES FROM TERMINATED OPERATIONS (XVIII-XIX),0.0
AKBNK,2023/9,3CS,XXI. DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (±),XXI. PROVISION FOR TAXES ON INCOME FROM TERMINATED OPERATIONS (±),0.0
AKBNK,2023/9,3CSA,21.1 Cari Vergi Karşılığı,21.1 Current Tax Provision,0.0
AKBNK,2023/9,3CSB,21.2 Ertelenmiş Vergi Karşılığı,21.2 Deferred Tax Provision,0.0
AKBNK,2023/9,3CT,XXII. DURDURULAN FAALİYETLER DÖNEM NET K/Z (XX±XXI),XXII. NET PROFIT/LOSS FROM TERMINATED OPERATIONS (XX±XXI),0.0
AKBNK,2023/9,3D,DİĞER KAR/ZARAR,OTHER PROFIT/LOSS,0.0
AKBNK,2023/9,3Z,XXIII. NET DÖNEM KARI/ZARARI (XVII+XXII),XXIII. NET PROFIT/LOSSES (XVII+XXII),2318148397.0
AKBNK,2023/9,3ZA,23.1 Grubun Karı/Zararı,23.1. Group's Profit/Losses,2318148397.0
AKBNK,2023/9,3ZB,23.2 Azınlık Hakları Karı/Zararı (-),23.2. Minority Shares' Profits/Losses,0.0
AKBNK,2023/9,3ZC,Hisse Başına Kar/Zarar,Earnings/Losses Per Share,0.0
AKBNK,2024/12,1A,I. NAKİT DEĞERLER VE MERKEZ BANKASI,I. CASH AND BALANCES WITH THE CENTRAL BANK OF TURKEY,12917375013.0
AKBNK,2024/12,1AA,II. GERÇEĞE UYGUN DEĞ./ZAR. YANS.(Net),II.FINANCIAL ASSETS WHERE FAIR VAL. Chng. (Net),379761542.0
AKBNK,2024/12,1AAA,2.1 Alım Satım Amaçlı Finansal Varlıklar,2.1 Trading Financial Assets (Net),0.0
AKBNK,2024/12,1AAB,2.1.1 Devlet Borçlanma Senetleri,2.1.1 Public Sector Debt Securities,0.0
AKBNK,2024/12,1AAC,2.1.2 Sermayede Payı Temsil Eden Menkul Değerler,2.1.2 Share Certificates,0.0
AKBNK,2024/12,1AAD,2.1.3 Alım Satım Amaçlı Türev Finansal Varlıklar,2.1.3 Trading Derivative Financial Assets,0.0
AKBNK,2024/12,1AAE,2.1.4 Diğer Menkul Değerler,2.1.4 Other Marketable Securities,0.0
AKBNK,2024/12,1AB,2.2 Gerçeğe Uyg. Değ. Kar/Zarara Yans.,2.2 Reclassed as Financial Assets Designated at Fair Value,379761542.0
AKBNK,2024/12,1ABA,2.2.1 Devlet Borçlanma Senetleri,2.2.1 Government Debt Securities,87324962.0
AKBNK,2024/12,1ABB,2.2.2 Sermayede Payı Temsil Eden Menkul Değerler,2.2.2 Securities Representing Share in Equity,53316763.0
AKBNK,2024/12,1ABC,2.2.3 Krediler,2.2.3 Loans,0.0
AKBNK,2024/12,1ABD,2.2.4 Diğer Menkul Değerler,2.2.4 Other Marketable Securities,239119817.0
AKBNK,2024/12,1AC,III. BANKALAR,III. BANKS,1006451485.0
AKBNK,2024/12,1AD,IV. PARA PİYASALARINDAN ALACAKLAR,IV. RECEIVABLES FROM MONEY MARKETS,0.0
AKBNK,2024/12,1ADA,4.1 Bankalararası Para Piyasasından Alacaklar,4.1 Interbank Money Market Placements,0.0
AKBNK,2024/12,1ADB,4.2 İMKB Takasbank Piyasasından Alacaklar,4.2 Receivables From Istanbul Stock Exchange Money Market,0.0
AKBNK,2024/12,1ADC,4.3 Ters Repo İşlemlerinden Alacaklar,4.3 Receivables From Reverse Repurchase Agreements,0.0
AKBNK,2024/12,1AE,V. SATILMAYA HAZIR FİNANSAL VARLIKLAR (Net),V.AVAILABLE VAILABLE FOR SALE FINANCIAL ASSETS (Net),0.0
AKBNK,2024/12,1AEA,5.1 Sermayede Payı Temsil Eden Menkul Değerler,5.1 Securities Representing Share in Equity,0.0
AKBNK,2024/12,1AEB,5.2 Devlet Borçlanma Senetleri,5.2 Government Debt Securities,0.0
AKBNK,2024/12,1AEC,5.3 Diğer Menkul Değerler,5.3 Other Marketable Securities,0.0
AKBNK,2024/12,1AF,VI. KREDİLER,VI. LOANS,36407258331.0
AKBNK,2024/12,1AFA,6.1 Krediler,6.1 Short Term,36407258331.0
AKBNK,2024/12,1AFB,6.1.1 Bankanın Dahil Olduğu Risk Grubuna Kullandırılan Krediler,6.1.1 Loans Granted To The Bank's Risk Group,0.0
AKBNK,2024/12,1AFC,6.1.2 Diğer,6.1.2 Other,0.0
AKBNK,2024/12,1AFD,6.2 Takipteki Krediler,6.3 Loans Under Follow-Up,0.0
AKBNK,2024/12,1AFE,6.3 Özel Karşılıklar (-),6.4 Specific Provisions (-),0.0
AKBNK,2024/12,1AG,VII. FAKTORİNG ALACAKLARI,VII. FACTORING RECEIVABLES,0.0
AKBNK,2024/12,1AH,VIII. VADEYE KADAR ELDE TUTULACAK YATIRIMLAR (Net),VIII. HELD TO MATURITY INVESTMENT (Net),0.0
AKBNK,2024/12,1AHA,8.1 Devlet Borçlanma Senetleri,8.1 Government Debt Securities,0.0
AKBNK,2024/12,1AHB,8.2 Diğer Menkul Değerler,8.2 Other Marketable Securities,0.0
AKBNK,2024/12,1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),592919.0
AKBNK,2024/12,1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0.0
AKBNK,2024/12,1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,592919.0
AKBNK,2024/12,1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,0.0
AKBNK,2024/12,1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,0.0
AKBNK,2024/12,1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),1720757842.0
AKBNK,2024/12,1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,1613726113.0
AKBNK,2024/12,1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,107031728.0
AKBNK,2024/12,1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),0.0
AKBNK,2024/12,1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0.0
AKBNK,2024/12,1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,0.0
AKBNK,2024/12,1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,0.0
AKBNK,2024/12,1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0.0
AKBNK,2024/12,1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0.0
AKBNK,2024/12,1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0.0
AKBNK,2024/12,1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0.0
AKBNK,2024/12,1ALC,12.3 Diğer,12.3 Other,0.0
AKBNK,2024/12,1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0.0
AKBNK,2024/12,1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,0.0
AKBNK,2024/12,1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,0.0
AKBNK,2024/12,1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,0.0
AKBNK,2024/12,1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0.0
AKBNK,2024/12,1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),1035180711.0
AKBNK,2024/12,1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),182419293.0
AKBNK,2024/12,1AOA,15.1 Şerefiye,17.1 Goodwill,0.0
AKBNK,2024/12,1AOB,15.2 Diğer,17.2 Other,182419293.0
AKBNK,2024/12,1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),0.0
AKBNK,2024/12,1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,58532557.0
AKBNK,2024/12,1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,19259983.0
AKBNK,2024/12,1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,39272574.0
AKBNK,2024/12,1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),98014701.0
AKBNK,2024/12,1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,98014701.0
AKBNK,2024/12,1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0.0
AKBNK,2024/12,1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,1202563476.0
AKBNK,2024/12,1Z,AKTİF TOPLAMI,TOTAL ASSETS,71175047788.0
AKBNK,2024/12,2A,I. MEVDUAT,I. DEPOSITS,44197210600.0
AKBNK,2024/12,2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,0.0
AKBNK,2024/12,2AB,1.2 Diğer,1.2 Other,0.0
AKBNK,2024/12,2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,0.0
AKBNK,2024/12,2C,III. ALINAN KREDİLER,III. FUNDS BORROWED,2698734799.0
AKBNK,2024/12,2D,IV. PARA PİYASALARINA BORÇLAR,IV. FUNDS FROM MONEY MARKET,9177565287.0
AKBNK,2024/12,2DA,4.1 Bankalararası Para Piyasalarına Borçlar,4.1 Interbank Money Market Payables,0.0
AKBNK,2024/12,2DB,4.2 İMKB Takasbank Piyasasına Borçlar,4.2 Istanbul Stock Exchange Money Market Payables,0.0
AKBNK,2024/12,2DC,4.3 Repo İşlemlerinden Sağlanan Fonlar,4.3 Funds Provided Under Repurchase Agreements,0.0
AKBNK,2024/12,2E,V. İHRAÇ EDİLEN MENKUL KIYMETLER (Net),V. MARKETABLE SECURITIES ISSUED (Net),2693960949.0
AKBNK,2024/12,2EA,5.1 Bonolar,5.1 Bills,0.0
AKBNK,2024/12,2EB,5.2 Varlığa Dayalı Menkul Kıymetler,5.2 Asset Backed Securities,0.0
AKBNK,2024/12,2EC,5.3 Tahviller,5.3 Bonds,2693960949.0
AKBNK,2024/12,2F,VI. FONLAR,VI. FUNDS,0.0
AKBNK,2024/12,2FA,6.1 Müstakriz Fonları,6.1 Borrower Funds,0.0
AKBNK,2024/12,2FB,6.2 Diğer,6.2 Other,0.0
AKBNK,2024/12,2G,VII. MUHTELİF BORÇLAR,VII. MISCELLANEOUS PAYABLES,0.0
AKBNK,2024/12,2H,VIII. DİĞER YABANCI KAYNAKLAR,VIII. OTHER EXTERNAL RESOURCES,0.0
AKBNK,2024/12,2I,IX. FAKTORİNG BORÇLARI,IX. FACTORING PAYABLES,0.0
AKBNK,2024/12,2J,X. KİRALAMA İŞLEMLERİNDEN BORÇLAR,X. LEASING TRANSACTONS PAYABLES,74132634.0
AKBNK,2024/12,2JA,10.1 Finansal Kiralama Borçları,10.1 Gross Financial Lease Payables,0.0
AKBNK,2024/12,2JB,10.2 Faaliyet Kiralaması Borçları,10.2 Operational Financial Lease Payables,0.0
AKBNK,2024/12,2JC,10.3 Diğer,10.3 Other,0.0
AKBNK,2024/12,2JD,10.4 Ertelenmiş Finansal Kiralama Giderleri ( - ),10.4 Deferred Finance Leasing Expenses ( - ),0.0
AKBNK,2024/12,2K,XI.  RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL BORÇLAR,XI. DERIVATIVE FINANCIAL LIABILITIES FOR HEDGE PURPOSES,0.0
AKBNK,2024/12,2KA,11.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,11.1 Hedging For Fair Value Risk,0.0
AKBNK,2024/12,2KB,11.2 Nakit Akış Riskinden Korunma Amaçlılar,11.2 Hedging For Cash Flow Risk,0.0
AKBNK,2024/12,2KC,11.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,11.3 Hedging For Net Investments Risk in Abroad,0.0
AKBNK,2024/12,2L,XII.  KARŞILIKLAR,XII. PROVISIONS,202299159.0
AKBNK,2024/12,2LA,12.1 Genel Karşılıklar,12.1 General Loan Loss Provision,0.0
AKBNK,2024/12,2LB,12.2 Yeniden Yapılanma Karşılığı,12.2 Restructuring Provision,0.0
AKBNK,2024/12,2LC,12.3 Çalışan Hakları Karşılığı,12.3 Provision For Employ Benefits,82534872.0
AKBNK,2024/12,2LD,12.4 Sigorta Teknik Karşılıkları (Net),12.4 Insurance Technical Reserves (Net),0.0
AKBNK,2024/12,2LE,12.5 Diğer Karşılıklar,12.5 Other Provisions,119764287.0
AKBNK,2024/12,2M,XIII. VERGİ BORCU,XIII. TAX LIABILITIES,266198598.0
AKBNK,2024/12,2MA,13.1 Cari Vergi Borcu,13.1 Current Tax Liabilities,238844889.0
AKBNK,2024/12,2MB,13.2 Ertelenmiş Vergi Borcu,13.2 Deferred Tax Liabilities,27353708.0
AKBNK,2024/12,2N,XIV. SATIŞ AMAÇLI ELDE TUTULAN  DUV  BORÇ.,nan,0.0
AKBNK,2024/12,2NA,14.1 Satış Amaçlı,14.1 Held For Sale Purpose,0.0
AKBNK,2024/12,2NB,14.2 Durdurulan Faaliyetlere İlişkin,14.2 Held From Terminated Operations,0.0
AKBNK,2024/12,2NBA,XV.  SERMAYE BENZERİ KREDİLER,XV. SUBORDINATED LOANS,1404299255.0
AKBNK,2024/12,2O,XVI. ÖZKAYNAKLAR,XVI. SHAREHOLDERS' EQUITY,6800284378.0
AKBNK,2024/12,2OA,16.1 Ödenmiş Sermaye,16.1 Paid-in Capital,147126229.0
AKBNK,2024/12,2OB,16.2 Sermaye Yedekleri,16.2 Capital Reserves,152802698.0
AKBNK,2024/12,2OC,16.2.1 Hisse Senedi İhraç Primleri,16.2.1 Share Premium,99189731.0
AKBNK,2024/12,2OD,16.2.2 Hisse Senedi İptal Karları,16.2.2 Share Cancellation Profits,0.0
AKBNK,2024/12,2OE,16.2.3 Menkul Değerler Değerleme Farkları,16.2.3 Valuation Changes Of Marketable Securities,0.0
AKBNK,2024/12,2OF,16.2.4 Maddi Duran Varlıklar Yeniden Değerleme Farkları,16.2.4 Revaluation Changes Of Property And Equipment,0.0
AKBNK,2024/12,2OG,16.2.5 Maddi Olmayan Duran Varlıklar Yeniden Değerleme Farkları,16.2.5 Revaluation Changes Of Intangible Assets,0.0
AKBNK,2024/12,2OH,16.2.6 Yatırım Amaçlı Gayrimenkuller Yeniden Değerleme Farkları,16.2.6 Revaluation changes of real estates for investment purpose,0.0
AKBNK,2024/12,2OI,16.2.7 İşt. Bağlı Ort. Bedelsiz Hisse Senetleri,nan,0.0
AKBNK,2024/12,2OJ,16.2.8 Riskten Korunma Fonları (Etkin kısım),16.2.8 Hedge Funds,0.0
AKBNK,2024/12,2OK,16.2.9 Satış Amaçlı Elde Tut. Dur. DUV Farkları,nan,0.0
AKBNK,2024/12,2OL,16.2.10 Diğer Sermaye Yedekleri,16.2.6 Other Capital Reserves,53612967.0
AKBNK,2024/12,2OM,16.3 Kar Yedekleri,16.3 Profit Reserves,4630479660.0
AKBNK,2024/12,2ON,16.3.1 Yasal Yedekler,16.3.1 Legal Reserves,106058064.0
AKBNK,2024/12,2OO,16.3.2 Statü Yedekleri,16.3.2 Status Reserves,0.0
AKBNK,2024/12,2OP,16.3.3 Olağanüstü Yedekler,16.3.3 Extraordinary Reserves,4072056259.0
AKBNK,2024/12,2OR,16.3.4 Diğer Kar Yedekleri,16.3.4 Other Profit Reserves,452365337.0
AKBNK,2024/12,2OT,16.4 Kar veya Zarar,16.4 Profit or Loss,1198684635.0
AKBNK,2024/12,2OU,16.4.1 Geçmiş Yıllar Kar/Zararı,16.4.1 Prior Year Profit/Loss,0.0
AKBNK,2024/12,2OV,16.4.2 Dönem Net Kar/Zararı,16.4.2 Current Year Profit/Loss,1198684635.0
AKBNK,2024/12,2OVA,16.5 Azınlık Payları,16.5 Minority Shares',0.0
AKBNK,2024/12,2Z,PASİF TOPLAMI,TOTAL LIABILITIES,71175047788.0
AKBNK,2024/12,3A,I. FAİZ GELİRLERİ,I. INTEREST INCOME,14603770162.0
AKBNK,2024/12,3AA,1.1 Kredilerden Alınan Faizler,1.1 Interest on Loans,8975485528.0
AKBNK,2024/12,3AB,1.2 Zorunlu Karşılıklardan Alınan Faizler,1.2 Interest Received From Reserve Deposits,959090364.0
AKBNK,2024/12,3AC,1.3 Bankalardan Alınan Faizler,1.3 Interest Received From Banks,93471590.0
AKBNK,2024/12,3AD,1.4 Para Piyasası İşlemlerinden Alınan Faizler,1.4 Interest Received From Money Market Transactions,63630490.0
AKBNK,2024/12,3AE,1.5 Menkul Değerlerden Alınan Faizler,1.5 Interest Received From Marketable Securities Portfolio,4459452835.0
AKBNK,2024/12,3AF,1.5.1 Alım Satım Amaçlı  Finansal Varlıklardan,1.5.1 Trading Securities,0.0
AKBNK,2024/12,3AG,1.5.2 Gerçeğe Uygun Değ. Sınıflandırılan FV,nan,11701623.0
AKBNK,2024/12,3AH,1.5.3 Satılmaya Hazır Finansal Varlıklardan,1.5.3 Available-for-Sale Securities,0.0
AKBNK,2024/12,3AJ,1.5.4 Vadeye Kadar Elde Tutulacak Yatırımlardan,1.5.4 Held to Maturity Securities,0.0
AKBNK,2024/12,3AK,1.6 Finansal Kiralama Gelirleri,1.6 Financial Lease Income,0.0
AKBNK,2024/12,3AL,1.7 Diğer Faiz Gelirleri,1.7 Other Interest Income,52639355.0
AKBNK,2024/12,3B,II. FAİZ GİDERLERİ,II. INTEREST EXPENSE,12625109776.0
AKBNK,2024/12,3BA,2.1 Mevduata Verilen Faizler,2.1 Interst on Deposits,10624242134.0
AKBNK,2024/12,3BB,2.2 Kullanılan Kredilere Verilen Faizler,2.2 Interest on Funds Borrowed,228097137.0
AKBNK,2024/12,3BC,2.3 Para Piyasası İşlemlerine Verilen Faizler,2.3 Interest on Money Market Transactions,1485016660.0
AKBNK,2024/12,3BD,2.4 İhraç Edilen Menkul Kıymetlere Verilen Faizler,2.4 Interest on Securities Issued,224789855.0
AKBNK,2024/12,3BE,2.5 Diğer Faiz Giderleri,2.5 Other Interest Expense,52913407.0
AKBNK,2024/12,3C,III. NET FAİZ GELİRİ/GİDERİ (I - II),III. NET INTEREST INCOME/EXPENSES (I - II),1978660386.0
AKBNK,2024/12,3CA,IV. NET ÜCRET VE KOMİSYON GELİRLERİ/GİDERLERİ,IV. NET FEES AND COMMISSIONS INCOME/EXPENSES,2103915752.0
AKBNK,2024/12,3CAA,4.1 Alınan Ücret ve Komisyonlar,4.1 Fees and Commissions Received,2689315628.0
AKBNK,2024/12,3CAB,4.1.1 Gayri Nakdi Kredilerden,4.1.1 Non-Cash Loans,81265149.0
AKBNK,2024/12,3CAC,4.1.2 Diğer,4.1.2 Other,2608050479.0
AKBNK,2024/12,3CAD,4.2 Verilen Ücret ve Komisyonlar,4.2 Fees and Commissions Paid,585399877.0
AKBNK,2024/12,3CAE,4.2.1 Gayri Nakdi Kredilere,4.2.1 Non-Cash Loans,166032.0
AKBNK,2024/12,3CAF,4.2.2 Diğer,4.2.2 Others,585233845.0
AKBNK,2024/12,3CB,V. TEMETTÜ GELİRLERİ,V. DIVIDEND INCOME,1006990.0
AKBNK,2024/12,3CC,VI. TİCARİ KAR / ZARAR (Net),VI. NET TRADING INCOME,-41260852.0
AKBNK,2024/12,3CCA,6.1 Sermaye Piyasası İşlemleri Karı/Zararı,6.1 Profit/Losses on Trading Account Securities,268833732.0
AKBNK,2024/12,3CCB,6.2 Türev Finansal İşlemlerden Kar/Zarar,6.2 Profit/Losses on Derivative Financial Trades,-1051945130.0
AKBNK,2024/12,3CCC,6.3 Kambiyo İşlemleri Karı/Zararı,6.3 Foreign Exchange Profit/Losses,741850545.0
AKBNK,2024/12,3CD,VII. DİĞER FAALİYET GELİRLERİ,VII. OTHER OPERATING INCOME,338636542.0
AKBNK,2024/12,3CE,VIII. FAALİYET GELİRLERİ/GİDERLERİ TOPLAMI (III+IV+V+VI+VII),VIII. TOTAL OPERATING INCOME/EXPENSES (III+IV+V+VI+VII),4380958817.0
AKBNK,2024/12,3CF,IX. KREDİ VE DİĞER ALACAKLAR DEĞER DÜŞÜŞ KARŞILIĞI (-),IX. PROVISIONS FOR LOAN LOSSES OR OTHER RECEIVABLES,714327746.0
AKBNK,2024/12,3CG,X. DİĞER FAALİYET GİDERLERİ (-),X. OTHER OPERATING EXPENSES (-),1565451894.0
AKBNK,2024/12,3CH,XI. NET FAALİYET KARI/ZARARI (VIII-IX-X),XI. NET OPERATING INCOME (IX-X-XI),1224441657.0
AKBNK,2024/12,3CI,XII. BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,XII. SURPLUS WRITTEN AS GAIN AFTER MERGER,0.0
AKBNK,2024/12,3CJ,XIII. ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR/ZARAR,XIII. PROFIT/LOSSES FROM ASSOCIATES AND SUBSIDIARIES,293114775.0
AKBNK,2024/12,3CK,XIV. NET PARASAL POZİSYON KARI/ZARARI,XIV. NET MONETORY POSITION GAIN/LOSS,0.0
AKBNK,2024/12,3CL,XV. SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ K/Z (XI+XII+XIII+XIV),XV. PROFIT/LOSS BEFORE TAXES FROM CONTINUING OPERATIONS (XI+XII+XIII+XIV),1517556431.0
AKBNK,2024/12,3CM,XVI. SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (±),XVI. PROVISION FOR TAXES ON INCOME FROM CONTINUING OPERATIONS (±),228784840.0
AKBNK,2024/12,3CMA,16.1 Cari Vergi Karşılığı,16.1 Current Tax Provision,126170853.0
AKBNK,2024/12,3CMB,16.2 Ertelenmiş Vergi Karşılığı,16.2 Deferred Tax Provision,102613987.0
AKBNK,2024/12,3CN,XVII. SÜRDÜRÜLEN FAALİYETLER DÖNEM NET K/Z (XV±XVI),XVII. NET PROFIT/LOSS FROM CONTINUING OPERATIONS (XV±XVI),1288771592.0
AKBNK,2024/12,3CO,XVIII. DURDURULAN FAALİYETLERDEN GELİRLER,XVIII. INCOME FROM TERMINATED OPERATIONS,0.0
AKBNK,2024/12,3COA,18.1 Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,18.1 Property And Equipment Income Held For Sale,0.0
AKBNK,2024/12,3COB,"18.2 İştirak, Bağlı Ortaklık ve Bir.",nan,0.0
AKBNK,2024/12,3COC,18.3 Diğer Durdurulan Faaliyet Gelirleri,18.3 Other Income From Terminated Operations,0.0
AKBNK,2024/12,3CP,XIX. DURDURULAN FAALİYETLERDEN GİDERLER (-),XIX. EXPENSES FROM TERMINATED OPERATIONS (-),0.0
AKBNK,2024/12,3CPA,19.1 Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,19.1 Property And Equipment Expense Held For Sale,0.0
AKBNK,2024/12,3CPB,"19.2 İştirak, Bağlı Ortaklık ve Bir. Satış Zararları",nan,0.0
AKBNK,2024/12,3CPC,19.3 Diğer Durdurulan Faaliyet Giderleri,19.3 Other Expenses From Terminated Operations,0.0
AKBNK,2024/12,3CR,XX. DURDURULAN FAALİYETLER VERGİ ÖNCESİ K/Z (XVIII-XIX),XX. PROFIT/LOSS BEFORE TAXES FROM TERMINATED OPERATIONS (XVIII-XIX),0.0
AKBNK,2024/12,3CS,XXI. DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (±),XXI. PROVISION FOR TAXES ON INCOME FROM TERMINATED OPERATIONS (±),0.0
AKBNK,2024/12,3CSA,21.1 Cari Vergi Karşılığı,21.1 Current Tax Provision,0.0
AKBNK,2024/12,3CSB,21.2 Ertelenmiş Vergi Karşılığı,21.2 Deferred Tax Provision,0.0
AKBNK,2024/12,3CT,XXII. DURDURULAN FAALİYETLER DÖNEM NET K/Z (XX±XXI),XXII. NET PROFIT/LOSS FROM TERMINATED OPERATIONS (XX±XXI),0.0
AKBNK,2024/12,3D,DİĞER KAR/ZARAR,OTHER PROFIT/LOSS,0.0
AKBNK,2024/12,3Z,XXIII. NET DÖNEM KARI/ZARARI (XVII+XXII),XXIII. NET PROFIT/LOSSES (XVII+XXII),1288771592.0
AKBNK,2024/12,3ZA,23.1 Grubun Karı/Zararı,23.1. Group's Profit/Losses,1288771592.0
AKBNK,2024/12,3ZB,23.2 Azınlık Hakları Karı/Zararı (-),23.2. Minority Shares' Profits/Losses,0.0
AKBNK,2024/12,3ZC,Hisse Başına Kar/Zarar,Earnings/Losses Per Share,0.0
AKBNK,2024/3,1A,I. NAKİT DEĞERLER VE MERKEZ BANKASI,I. CASH AND BALANCES WITH THE CENTRAL BANK OF TURKEY,8740116746.0
AKBNK,2024/3,1AA,II. GERÇEĞE UYGUN DEĞ./ZAR. YANS.(Net),II.FINANCIAL ASSETS WHERE FAIR VAL. Chng. (Net),253224255.0
AKBNK,2024/3,1AAA,2.1 Alım Satım Amaçlı Finansal Varlıklar,2.1 Trading Financial Assets (Net),0.0
AKBNK,2024/3,1AAB,2.1.1 Devlet Borçlanma Senetleri,2.1.1 Public Sector Debt Securities,0.0
AKBNK,2024/3,1AAC,2.1.2 Sermayede Payı Temsil Eden Menkul Değerler,2.1.2 Share Certificates,0.0
AKBNK,2024/3,1AAD,2.1.3 Alım Satım Amaçlı Türev Finansal Varlıklar,2.1.3 Trading Derivative Financial Assets,0.0
AKBNK,2024/3,1AAE,2.1.4 Diğer Menkul Değerler,2.1.4 Other Marketable Securities,0.0
AKBNK,2024/3,1AB,2.2 Gerçeğe Uyg. Değ. Kar/Zarara Yans.,2.2 Reclassed as Financial Assets Designated at Fair Value,253224255.0
AKBNK,2024/3,1ABA,2.2.1 Devlet Borçlanma Senetleri,2.2.1 Government Debt Securities,31465761.0
